ysn_046611,吉野家,仙台駅東口店,38.26107,140.8842,983-0852,宮城県 仙台市 宮城野区 榴岡２丁目１－２０ ＨＰビル,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046838,吉野家,仙台宮千代店,38.2520709,140.9123855,983-0044,宮城県 仙台市 宮城野区 宮千代２丁目２－８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046960,吉野家,そば処吉野家 仙台小鶴店,38.2820178,140.9256879,983-0031,宮城県 仙台市 宮城野区 小鶴３丁目９－２１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046625,吉野家,仙台高砂店,38.275654,140.974506,983-0005,宮城県 仙台市 宮城野区 福室４丁目１８－２２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046837,吉野家,仙台岡田店,38.2541554,140.9611423,983-0003,宮城県 仙台市 宮城野区 岡田北高屋敷３０－１,0,200,500,200,500,200,500,200,500,0,0,0,0,0
ysn_046835,吉野家,４５号線仙台日の出町店,38.269078,140.9341241,983-0035,宮城県 仙台市 宮城野区 日の出町２丁目１－１６,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046832,吉野家,仙台河原町店,38.2400487,140.88833,984-0816,宮城県 仙台市 若林区 河原町１丁目１－２７,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046841,吉野家,２８６号線西多賀店,38.2209614,140.8480675,982-0804,宮城県 仙台市 太白区 鈎取１丁目１－８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046833,吉野家,仙台長町南店,38.228537,140.876596,982-0011,宮城県 仙台市 太白区 長町８丁目２１－６,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046834,吉野家,４号線松森店,38.3050813,140.9078798,981-3111,宮城県 仙台市 泉区 松森斉兵衛２－８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046961,吉野家,そば処吉野家 イオンタウン仙台泉大沢店,38.350021,140.881342,981-3137,宮城県 仙台市 泉区 大沢１丁目５−１ イオンタウン仙台泉大沢２Ｆフードコート,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
ysn_046621,吉野家,仙台中山店,38.296777,140.8279301,981-3213,宮城県 仙台市 泉区 南中山１丁目４１－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046827,吉野家,仙台加茂店,38.31528630613808,140.86730187483408,981-3122,宮城県 仙台市 泉区 加茂２丁目１－１,0,200,500,200,500,200,500,200,500,0,0,0,0,0
ysn_046826,吉野家,４号線仙台山の寺店,38.3265645,140.8943831,981-3103,宮城県 仙台市 泉区 山の寺１丁目１－３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046631,吉野家,石巻バイパス店,38.440386,141.295342,986-0814,宮城県 石巻市 南中里４－７－１９,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046926,吉野家,石巻大街道店,38.430271,141.277234,986-0859,宮城県 石巻市 大街道西１丁目２－１０,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046824,吉野家,４５号線塩竃店,38.332658,141.038337,985-0005,宮城県 塩竈市 杉の入４丁目３３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046914,吉野家,４５号線気仙沼最知店,38.8516107,141.5804159,988-0213,宮城県 気仙沼市 最知南最知２－８,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
ysn_046814,吉野家,気仙沼店,38.89252055828237,141.5652312686998,988-0053,宮城県 気仙沼市 田中前２丁目１－５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046840,吉野家,４号線白石店,38.0000585,140.6116364,989-0231,宮城県 白石市 福岡蔵本西町７８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046632,吉野家,４号線名取店,38.18539,140.8907,981-1200,宮城県 名取市 上余田干刈田５６９－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046842,吉野家,柳生店,38.1864235,140.8741278,981-1221,宮城県 名取市 田高神明１８６－１,600,0,600,0,600,0,600,0,600,0,600,0,600,0
ysn_046951,吉野家,４５号線多賀城八幡店,38.28965,141.0091,985-0874,宮城県 多賀城市 八幡４丁目２−１１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046626,吉野家,４号線岩沼店,38.1083446,140.8741598,989-2426,宮城県 岩沼市 末広１丁目２４１－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046815,吉野家,宮城佐沼店,38.68708,141.187,987-0511,宮城県 登米市 迫町佐沼萩洗２丁目１番３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046959,吉野家,そば処吉野家 ４号線古川栄町店,38.56725,140.9480255,989-6157,宮城県 大崎市 古川栄町６－２５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046822,吉野家,４号線古川店,38.58995661198111,140.9558468134918,989-6222,宮城県 大崎市 古川若葉町２丁目１２－３７,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046823,吉野家,４号線富谷店,38.4074053,140.886247,981-3304,宮城県 富谷市 ひより台１丁目４３－５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046839,吉野家,４号線大河原店,38.059769,140.736952,989-1200,宮城県 柴田郡 大河原町新東２０－５,400,200,400,200,400,200,400,200,400,200,400,200,400,200
ysn_046836,吉野家,利府店,38.3120599,140.955189,981-0121,宮城県 宮城郡 利府町神谷沢館の内７３－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046612,吉野家,鶴巣パーキングエリア店,38.412576,140.914414,981-3600,宮城県 黒川郡 大和町鶴巣北目大崎具足沢６４－５２ 鶴巣ＰＡ下り施設内フードコート,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000
ysn_046938,吉野家,秋田駅ビルトピコ店,39.71705,140.1291,010-8530,秋田県 秋田市 中通７丁目１－２ 秋田駅ビルトピコ,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
ysn_046963,吉野家,そば処吉野家 秋田新国道店,39.7287765,140.1043218,010-0965,秋田県 秋田市 八橋新川向８−２５,400,200,400,200,400,200,400,200,400,200,400,200,400,200
ysn_046939,吉野家,７号線秋田土崎店,39.7655592,140.0679477,011-0951,秋田県 秋田市 土崎港相染町家ノ下４４,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046807,吉野家,１３号線秋田川尻若葉町店,39.7084085,140.0932074,010-0944,秋田県 秋田市 川尻若葉町５－２０,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046812,吉野家,秋田広面店,39.718304,140.148692,010-0041,秋田県 秋田市 広面樋ノ沖８２－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046810,吉野家,７号線能代店,40.1908118,140.0357184,016-0000,秋田県 能代市 東大瀬２－２,500,200,500,200,500,200,500,200,500,200,500,200,500,200
ysn_046811,吉野家,１３号線横手店,39.30713,140.5579,013-0042,秋田県 横手市 前郷下横山５２－１,0,200,500,200,500,200,500,200,500,0,0,0,0,0
ysn_046911,吉野家,大館清水店,40.2836449,140.5542968,017-0046,秋田県 大館市 清水２丁目１－１,500,200,500,200,500,200,500,200,500,200,500,200,500,200
ysn_046813,吉野家,１０５号線由利本荘店,39.3788578,140.0582899,015-0852,秋田県 由利本荘市 一番堰１５５－１,0,200,500,200,500,200,500,200,500,0,0,0,0,0
ysn_046848,吉野家,２８６号線山形南店,38.2350521,140.3405911,990-2413,山形県 山形市 南原町２丁目８－３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046962,吉野家,そば処吉野家 山形西バイパス店,38.2637552,140.3115075,990-0831,山形県 山形市 西田２丁目２４－１,500,300,500,300,500,300,500,300,500,300,500,300,500,300
ysn_046849,吉野家,１２１号線米沢店,37.9235894,140.0978302,992-0047,山形県 米沢市 徳町１６４－５,700,0,700,0,700,0,700,0,700,0,700,0,700,0
ysn_046809,吉野家,７号線鶴岡店,38.7394009,139.8006966,997-0857,山形県 鶴岡市 美咲町２１－８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046919,吉野家,７号線酒田東町店,38.90748,139.8574731,998-0875,山形県 酒田市 東町２丁目１－２,0,200,0,0,0,0,0,0,0,0,0,0,0,0
hnmr_046634,吉野家×はなまるうどん,天童南店,38.34055921680623,140.36922165878184,994-0061,山形県 天童市 東芳賀３－１－１５,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
ysn_046846,吉野家,４号線福島東店,37.7689386,140.4810661,960-8117,福島県 福島市 入江町１４－９,600,0,600,0,600,0,600,0,600,0,600,0,600,0
ysn_046845,吉野家,１３号線福島西店,37.76194,140.4349459,960-8072,福島県 福島市 北中央１丁目１－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046629,吉野家,福島競馬場店,37.764912,140.480122,960-8114,福島県 福島市 松浪町９－２３ 福島競馬場内,,,,,,,,,,,900,1630,900,1630
ysn_046843,吉野家,４号線黒岩店,37.7245682,140.4665554,960-8153,福島県 福島市 黒岩榎平５８－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046851,吉野家,４９号線会津若松店,37.519475,139.9422465,965-0005,福島県 会津若松市 一箕町大字亀賀郷之原１７４－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046855,吉野家,118号線会津若松南店,37.49397,139.9275,965-0877,福島県 会津若松市 西栄町５－２１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046854,吉野家,４９号線郡山安積店,37.3723684,140.3817048,963-0101,福島県 郡山市 安積町日出山２丁目１５４－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046850,吉野家,４９号線郡山桑野店,37.407337,140.350737,963-8025,福島県 郡山市 桑野町４－４７－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046958,吉野家,そば処吉野家 郡山さくら通り店,37.3992545,140.372466,963-8014,福島県 郡山市 虎丸町１２１−１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046904,吉野家,６号線いわき湯本店,36.987316,140.869717,972-8312,福島県 いわき市 常磐下船尾町古内２８９－８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046903,吉野家,いわき平やがわせ店,37.048127,140.895875,970-8026,福島県 いわき市 平谷川瀬２丁目１２－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046853,吉野家,４号線須賀川店,37.286316,140.36864,962-0023,福島県 須賀川市 大黒町１３５−１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046847,吉野家,６号線相馬店,37.803487,140.927939,976-0015,福島県 相馬市 塚ノ町１丁目１４－７,500,200,500,200,500,200,500,200,500,200,500,200,500,200
ysn_046844,吉野家,４号線福島伊達店,37.817693,140.50285,960-0428,福島県 伊達市 坂ノ上８－１,400,200,400,200,400,200,400,200,400,200,400,200,400,200
ysn_046852,吉野家,４号線本宮店,37.5110232,140.3950431,969-1148,福島県 本宮市 本宮栄田６８－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046633,吉野家,４号線新白河店,37.1247,140.1828,961-8042,福島県 西白河郡 西郷村豊作西１８－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046901,吉野家,水戸城南店,36.36581,140.4826,310-0803,茨城県 水戸市 城南３丁目７－９,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046916,吉野家,１２３号線茨城大学前店,36.4006181,140.4388674,319-0903,茨城県 水戸市 堀町１０６６－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046902,吉野家,水戸駅店,36.37061,140.4762,310-0015,茨城県 水戸市 宮町１丁目１－１,500,100,500,100,500,100,500,100,500,100,500,100,500,100
ysn_046933,吉野家,５０号線水戸バイパス店,36.375664,140.4035047,311-4152,茨城県 水戸市 河和田２丁目２２２９－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046934,吉野家,水戸笠原店,36.3474133,140.4531122,310-0852,茨城県 水戸市 笠原町１１９４－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046909,吉野家,日立川尻店,36.6552318,140.6980186,319-1411,茨城県 日立市 川尻町４丁目２９－２３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046906,吉野家,６号線常陸多賀店,36.5588831,140.6311954,316-0002,茨城県 日立市 桜川町２丁目２－３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046910,吉野家,６号線日立中央店,36.5981235,140.6520776,317-0064,茨城県 日立市 神峰町１丁目８－１５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046895,吉野家,土浦真鍋店,36.090504,140.1991821,300-0051,茨城県 土浦市 真鍋２丁目１−２８,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046883,吉野家,１２５号線古河店,36.2023298,139.7353659,306-0233,茨城県 古河市 西牛谷１０１７－５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046899,吉野家,６号線石岡店,36.1936121,140.2963937,315-0001,茨城県 石岡市 石岡３９１８－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046893,吉野家,カインズホーム結城店,36.292139,139.858313,307-0001,茨城県 結城市 結城９７８４－３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnmr_049894,吉野家×はなまるうどん,常陸太田店,36.54136601448106,140.52907335092618,313-0062,茨城県 常陸太田市 塙町３４９０－１,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
ysn_046932,吉野家,笠間友部店,36.3496748,140.3150995,309-1705,茨城県 笠間市 東平３丁目１－１４,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046936,吉野家,牛久南店,35.962873,140.150467,300-1222,茨城県 牛久市 南６丁目４－５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046897,吉野家,つくば台町店,36.038402,140.084271,305-0854,茨城県 つくば市 台町２丁目３－１４,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046954,吉野家,つくば天久保店,36.09916025878072,140.11007480183503,305-0005,茨城県 つくば市 天久保２丁目１５－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046900,吉野家,つくば大境店,36.0724428,140.0839863,305-0831,茨城県 つくば市 西大橋５９３－１０,0,0,0,0,0,0,0,0,0,0,0,0,0,0
