storeid,pre_name,city_name,brand,num
ysn_042474,兵庫県,姫路市,ysn,042474
ysn_042452,兵庫県,姫路市,ysn,042452
ysn_042367,兵庫県,姫路市,ysn,042367
hnmr_042670,兵庫県,姫路市,hnmr,042670
ysn_042375,兵庫県,姫路市,ysn,042375
ysn_042368,兵庫県,姫路市,ysn,042368
ysn_062346,兵庫県,姫路市,ysn,062346
ysn_042490,兵庫県,尼崎市,ysn,042490
ysn_042390,兵庫県,尼崎市,ysn,042390
ysn_042482,兵庫県,尼崎市,ysn,042482
ysn_042628,兵庫県,尼崎市,ysn,042628
ysn_062304,兵庫県,尼崎市,ysn,062304
ysn_042544,兵庫県,明石市,ysn,042544
ysn_062344,兵庫県,明石市,ysn,062344
ysn_042507,兵庫県,明石市,ysn,042507
ysn_042364,兵庫県,明石市,ysn,042364
ysn_042566,兵庫県,明石市,ysn,042566
ysn_042379,兵庫県,西宮市,ysn,042379
ysn_042329,兵庫県,西宮市,ysn,042329
ysn_062371,兵庫県,西宮市,ysn,062371
ysn_042417,兵庫県,西宮市,ysn,042417
ysn_042360,兵庫県,伊丹市,ysn,042360
ysn_062308,兵庫県,伊丹市,ysn,062308
ysn_042480,兵庫県,豊岡市,ysn,042480
ysn_042372,兵庫県,加古川市,ysn,042372
ysn_042469,兵庫県,加古川市,ysn,042469
ysn_042562,兵庫県,加古川市,ysn,042562
ysn_042485,兵庫県,宝塚市,ysn,042485
ysn_042655,兵庫県,宝塚市,ysn,042655
ysn_062358,兵庫県,宝塚市,ysn,062358
ysn_042433,兵庫県,川西市,ysn,042433
ysn_042529,兵庫県,川西市,ysn,042529
ysn_042442,兵庫県,三田市,ysn,042442
ysn_062327,兵庫県,南あわじ市,ysn,062327
ysn_042497,兵庫県,加東市,ysn,042497
ysn_062306,兵庫県,たつの市,ysn,062306
ysn_042371,兵庫県,加古郡,ysn,042371
ysn_062373,奈良県,天理市,ysn,062373
ysn_042451,奈良県,奈良市,ysn,042451
ysn_042401,奈良県,奈良市,ysn,042401
ysn_062314,奈良県,奈良市,ysn,062314
ysn_042370,奈良県,大和高田市,ysn,042370
ysn_062364,奈良県,大和郡山市,ysn,062364
ysn_042574,奈良県,桜井市,ysn,042574
ysn_042537,奈良県,生駒市,ysn,042537
ysn_042549,奈良県,生駒市,ysn,042549
ysn_042468,奈良県,香芝市,ysn,042468
ysn_042588,奈良県,葛城市,ysn,042588
ysn_042376,奈良県,生駒郡,ysn,042376
ysn_042392,奈良県,磯城郡,ysn,042392
ysn_042583,奈良県,北葛城郡,ysn,042583
ysn_062351,奈良県,北葛城郡,ysn,062351
ysn_042557,奈良県,北葛城郡,ysn,042557
ysn_042389,和歌山県,和歌山市,ysn,042389
ysn_042404,和歌山県,和歌山市,ysn,042404
ysn_042391,和歌山県,和歌山市,ysn,042391
ysn_042473,和歌山県,和歌山市,ysn,042473
ysn_042487,和歌山県,橋本市,ysn,042487
ysn_042521,和歌山県,御坊市,ysn,042521
ysn_042524,和歌山県,田辺市,ysn,042524
ysn_042448,和歌山県,岩出市,ysn,042448
ysn_044809,鳥取県,鳥取市,ysn,044809
ysn_042558,鳥取県,米子市,ysn,042558
ysn_042642,鳥取県,米子市,ysn,042642
ysn_044820,島根県,松江市,ysn,044820
ysn_044841,島根県,松江市,ysn,044841
ysn_042718,島根県,出雲市,ysn,042718
ysn_044800,岡山県,岡山市,ysn,044800
ysn_044802,岡山県,岡山市,ysn,044802
ysn_044863,岡山県,岡山市,ysn,044863
ysn_044808,岡山県,岡山市,ysn,044808
ysn_044801,岡山県,岡山市,ysn,044801
ysn_044803,岡山県,岡山市,ysn,044803
ysn_044805,岡山県,岡山市,ysn,044805
ysn_044804,岡山県,岡山市,ysn,044804
ysn_044807,岡山県,岡山市,ysn,044807
hnmr_042672,岡山県,倉敷市,hnmr,042672
ysn_044811,岡山県,倉敷市,ysn,044811
ysn_044852,岡山県,倉敷市,ysn,044852
ysn_044817,岡山県,倉敷市,ysn,044817
ysn_044806,岡山県,津山市,ysn,044806
ysn_044815,岡山県,総社市,ysn,044815
ysn_044812,岡山県,都窪郡,ysn,044812
ysn_062513,広島県,広島市,ysn,062513
ysn_062514,広島県,広島市,ysn,062514
ysn_044855,広島県,広島市,ysn,044855
ysn_042624,広島県,広島市,ysn,042624
ysn_044859,広島県,広島市,ysn,044859
ysn_042638,広島県,広島市,ysn,042638
ysn_042657,広島県,広島市,ysn,042657
ysn_042647,広島県,広島市,ysn,042647
ysn_042579,広島県,広島市,ysn,042579
ysn_042632,広島県,広島市,ysn,042632
ysn_042625,広島県,広島市,ysn,042625
ysn_062510,広島県,福山市,ysn,062510
ysn_062511,広島県,福山市,ysn,062511
ysn_062509,広島県,福山市,ysn,062509
ysn_044858,広島県,東広島市,ysn,044858
ysn_044860,広島県,廿日市市,ysn,044860
ysn_044864,広島県,安芸郡,ysn,044864
ysn_042636,山口県,下関市,ysn,042636
ysn_044825,山口県,下関市,ysn,044825
ysn_044814,山口県,宇部市,ysn,044814
ysn_044862,山口県,防府市,ysn,044862
ysn_044818,山口県,防府市,ysn,044818
ysn_044816,山口県,防府市,ysn,044816
ysn_042707,山口県,下松市,ysn,042707
ysn_044813,山口県,周南市,ysn,044813
ysn_042811,徳島県,徳島市,ysn,042811
ysn_042704,徳島県,徳島市,ysn,042704
ysn_042810,徳島県,徳島市,ysn,042810
ysn_042806,徳島県,板野郡,ysn,042806
ysn_042813,香川県,高松市,ysn,042813
ysn_042815,香川県,高松市,ysn,042815
ysn_042818,香川県,高松市,ysn,042818
ysn_042821,香川県,高松市,ysn,042821
ysn_042814,香川県,高松市,ysn,042814
ysn_042819,香川県,高松市,ysn,042819
ysn_042820,香川県,丸亀市,ysn,042820
ysn_042816,香川県,坂出市,ysn,042816
hnmr_042729,香川県,観音寺市,hnmr,042729
ysn_042817,香川県,綾歌郡,ysn,042817
ysn_042804,愛媛県,松山市,ysn,042804
ysn_042805,愛媛県,松山市,ysn,042805
ysn_042705,愛媛県,松山市,ysn,042705
ysn_042801,愛媛県,松山市,ysn,042801
ysn_042803,愛媛県,松山市,ysn,042803
ysn_042802,愛媛県,松山市,ysn,042802
ysn_062586,愛媛県,松山市,ysn,062586
ysn_042720,愛媛県,今治市,ysn,042720
ysn_042809,愛媛県,新居浜市,ysn,042809
ysn_042807,愛媛県,新居浜市,ysn,042807
ysn_042808,愛媛県,西条市,ysn,042808
ysn_042800,愛媛県,伊予郡,ysn,042800
ysn_044845,福岡県,北九州市,ysn,044845
ysn_044823,福岡県,北九州市,ysn,044823
ysn_044822,福岡県,北九州市,ysn,044822
ysn_044821,福岡県,北九州市,ysn,044821
ysn_044609,福岡県,北九州市,ysn,044609
ysn_044631,福岡県,北九州市,ysn,044631
ysn_044844,福岡県,北九州市,ysn,044844
ysn_044610,福岡県,福岡市,ysn,044610
ysn_044857,福岡県,福岡市,ysn,044857
ysn_044851,福岡県,福岡市,ysn,044851
ysn_044849,福岡県,福岡市,ysn,044849
ysn_044622,福岡県,福岡市,ysn,044622
ysn_044625,福岡県,福岡市,ysn,044625
ysn_044644,福岡県,福岡市,ysn,044644
ysn_044626,福岡県,福岡市,ysn,044626
ysn_044842,福岡県,福岡市,ysn,044842
ysn_044648,福岡県,福岡市,ysn,044648
ysn_044861,福岡県,福岡市,ysn,044861
ysn_044639,福岡県,福岡市,ysn,044639
ysn_044630,福岡県,福岡市,ysn,044630
ysn_044723,福岡県,福岡市,ysn,044723
ysn_044635,福岡県,福岡市,ysn,044635
ysn_044605,福岡県,福岡市,ysn,044605
ysn_044607,福岡県,福岡市,ysn,044607
ysn_044646,福岡県,福岡市,ysn,044646
ysn_044608,福岡県,福岡市,ysn,044608
ysn_044606,福岡県,福岡市,ysn,044606
ysn_044829,福岡県,久留米市,ysn,044829
ysn_044618,福岡県,久留米市,ysn,044618
ysn_044632,福岡県,久留米市,ysn,044632
ysn_044846,福岡県,飯塚市,ysn,044846
ysn_044642,福岡県,春日市,ysn,044642
ysn_044703,福岡県,大野城市,ysn,044703
ysn_044827,福岡県,宗像市,ysn,044827
ysn_044627,福岡県,太宰府市,ysn,044627
ysn_044843,福岡県,那珂川市,ysn,044843
ysn_044721,福岡県,糟屋郡,ysn,044721
ysn_044847,福岡県,糟屋郡,ysn,044847
ysn_044616,佐賀県,佐賀市,ysn,044616
ysn_044339,佐賀県,佐賀市,ysn,044339
ysn_044309,佐賀県,佐賀市,ysn,044309
ysn_044338,佐賀県,唐津市,ysn,044338
ysn_044613,長崎県,長崎市,ysn,044613
ysn_044621,長崎県,長崎市,ysn,044621
ysn_044324,長崎県,佐世保市,ysn,044324
ysn_044323,長崎県,佐世保市,ysn,044323
ysn_044640,長崎県,諫早市,ysn,044640
ysn_044628,長崎県,大村市,ysn,044628
ysn_044834,熊本県,熊本市,ysn,044834
ysn_044702,熊本県,熊本市,ysn,044702
ysn_044832,熊本県,熊本市,ysn,044832
ysn_044833,熊本県,熊本市,ysn,044833
ysn_044836,熊本県,熊本市,ysn,044836
ysn_044716,熊本県,熊本市,ysn,044716
ysn_044831,熊本県,熊本市,ysn,044831
ysn_044835,熊本県,熊本市,ysn,044835
ysn_044718,熊本県,玉名郡,ysn,044718
ysn_044722,熊本県,菊池郡,ysn,044722
ysn_044712,大分県,大分市,ysn,044712
ysn_044715,大分県,大分市,ysn,044715
ysn_044619,大分県,大分市,ysn,044619
ysn_044612,大分県,別府市,ysn,044612
ysn_044824,大分県,中津市,ysn,044824
ysn_044705,宮崎県,宮崎市,ysn,044705
ysn_044848,宮崎県,宮崎市,ysn,044848
ysn_044853,宮崎県,宮崎市,ysn,044853
ysn_044709,宮崎県,都城市,ysn,044709
ysn_044839,宮崎県,延岡市,ysn,044839
ysn_044711,鹿児島県,鹿児島市,ysn,044711
ysn_044629,鹿児島県,鹿児島市,ysn,044629
ysn_044720,鹿児島県,鹿児島市,ysn,044720
ysn_044856,鹿児島県,鹿屋市,ysn,044856
ysn_044838,鹿児島県,霧島市,ysn,044838
ysn_059703,沖縄県,那覇市,ysn,059703
ysn_059711,沖縄県,那覇市,ysn,059711
ysn_059707,沖縄県,那覇市,ysn,059707
ysn_059709,沖縄県,那覇市,ysn,059709
ysn_059723,沖縄県,那覇市,ysn,059723
ysn_059701,沖縄県,宜野湾市,ysn,059701
ysn_059705,沖縄県,浦添市,ysn,059705
ysn_059719,沖縄県,浦添市,ysn,059719
ysn_059708,沖縄県,名護市,ysn,059708
ysn_059706,沖縄県,糸満市,ysn,059706
ysn_059718,沖縄県,沖縄市,ysn,059718
ysn_059710,沖縄県,沖縄市,ysn,059710
ysn_059714,沖縄県,うるま市,ysn,059714
ysn_059715,沖縄県,うるま市,ysn,059715
ysn_059724,沖縄県,宮古島市,ysn,059724
ysn_059722,沖縄県,中頭郡,ysn,059722
ysn_059721,沖縄県,島尻郡,ysn,059721
ysn_059720,沖縄県,島尻郡,ysn,059720
ysn_059713,沖縄県,島尻郡,ysn,059713
